post_id,author_handle,author_name,text,date_posted,language
3le5x6ovj622d,charlieangus104.bsky.social,Charlie Angus,"Dear Donald,
Thanks for including us in your deranged Christmas message.
Being Canadian means free health care and limiting access to assault weapons.
In your 51st state our kids would get shot at in school and CEOs would be shot for denying health care.
So no.
Now piss off. 
Your northern neighbour",2024-12-25,English
3le5rrvrkvk23,charlieangus104.bsky.social,Charlie Angus,"Happy Hanukkah to all my friends who celebrate tonight. These are hard and troubled times. 
Light those candles, chase the darkness and let us hope for a better year ahead.",2024-12-25,English
3le5hgskj222m,charlieangus104.bsky.social,Charlie Angus,"O little town of Bethlehem,
Where Netanyahu sent in the army last Christmas Day to intimidate people because they protested mass killing of civilians. 
Bethlehem is the setting of the Christmas story. It is a town suffering brutal occupation.
The Romans had nothing on the criminals in the IDF.",2024-12-25,English
3le5g4iuuy22t,charlieangus104.bsky.social,Charlie Angus,"Christmas morning on the bush trails leading to the old silver mines of Cobalt, Ontario. 
We come from the land of the ice and snow...",2024-12-25,English
3le55kh6i4s2m,charlieangus104.bsky.social,Charlie Angus,"We are a family of Scottish/Irish descent who celebrate the Christmas morning tradition of Finnish bread and coffee. We'll light the sauna later. 
It's a Northern Ontario thing.",2024-12-25,English
3le4xdjkdtc2i,charlieangus104.bsky.social,Charlie Angus,"Merry Christmas. Look out for each other. Call someone who needs a call.
I met a guy in a pub in Soho who told me that families that dance to Slade and T Rex on Christmas morning are happy families. 
Turns out he was right. 

www.youtube.com/watch?v=ttU7...",2024-12-25,English
3le3tx6iepc24,charlieangus104.bsky.social,Charlie Angus,"Every Christmas children in the Netherlands light candles at the graves of young Canadians who gave their lives fighting for freedom. 
They were our uncles, dads, granddads, neighbours.
They didn't think twice when asked to serve. 
As for Donald Trump? 
He's just a pervert grifter.
#perspective",2024-12-25,English
3le3t5dks722h,charlieangus104.bsky.social,Charlie Angus,"Everything I know about Christmas I learned from Linus. Living in a time of disinformation, creepy Christian haters and oligarch thugs, I find myself trusting Linus even more. 

www.youtube.com/watch?v=OJ8q...",2024-12-25,English
3le3cllzww22s,charlieangus104.bsky.social,Charlie Angus,Merry Christmas from the land of the snow.,2024-12-24,English
3le2xuhd2xk2f,charlieangus104.bsky.social,Charlie Angus,"There was a heartbreaking fire in North Cobalt on the eve of Christmas. 
They lost everything. If you can help, please consider a donation.
Everything helps. 

www.gofundme.com/f/connie-and...",2024-12-24,English
3le2xeg6b5c2f,charlieangus104.bsky.social,Charlie Angus,"Christmas Eve Mass was a high point of the year.
Then the Catholic Church threatened to deny me communion and have me defeated in the election if i supported same-sex marriage rights.
I will never be intimidated on a matter of justice.  
We celebrate an awesome Christmas Eve at home.",2024-12-24,English
3le2jls6kjc2t,charlieangus104.bsky.social,Charlie Angus,"Trump, Poilievre and the gong show in Parliament are not going to ruin my Christmas.
I'm playing the Pogues and then heading out to ski in the bush. 
Merry Christmas everyone. 
www.youtube.com/watch?v=j9jb...",2024-12-24,English
3le2hyu2rck2d,charlieangus104.bsky.social,Charlie Angus,"Dear @cnn.com 
Invading sovereign countries is the work of fascist leaders.
Referring to such threats as ""teasing"" is what compliant state propaganda does.
Just as Trump takes lessons from Putin you could get workshop training for your editors from Russian state media.

Canada will resist.",2024-12-24,English
3le2hqq3ap22x,charlieangus104.bsky.social,Charlie Angus,"“But you were always a good man of business, Jacob,' said Scrooge.
Business!' cried the Ghost, ""Mankind was my business; charity, mercy, forbearance, and benevolence, were, all, my business. The deals of my trade were but a drop of water in the comprehensive ocean of my business!”
― Charles Dickens",2024-12-24,English
3ldz2xzb52c2k,charlieangus104.bsky.social,Charlie Angus,"It's not Christmas until you turn on the Skydiggers. 
Their version of Good King Wenceslas is so beautiful.
Merry Christmas folks. Look out for each other.
These are hard and mean times. 

www.youtube.com/watch?v=v9WC...",2024-12-23,English
3ldyykjsuvk2b,charlieangus104.bsky.social,Charlie Angus,"Stay off the northern roads tonight if you are able to my friends.
Stay safe.",2024-12-23,English
3ldyxegrttk25,charlieangus104.bsky.social,Charlie Angus,"My FB feed is swamped by climate denial, political extremism and anti-trans hate memes.Facebook always gives them the thumbs up. Including threats.
When I posted on Israel's participation in international sporting competitions while being investigated for war crimes, the facebook police showed up.",2024-12-23,English
3ldysnygjfk2q,charlieangus104.bsky.social,Charlie Angus,"Israel continues its policy of deliberately killing people in so-called ""humanitarian zones.""
They continue using starvation as a tactic against civilians.
This is a war crime regime. 
It is time for total boycotts/sanctions. 
www.independent.co.uk/news/world/m...",2024-12-23,English
3ldxytu233s2i,charlieangus104.bsky.social,Charlie Angus,"It is great to be on the @tnbrando.bsky.social show about his trolling of Canada. 
Donald can't make his mind up who he wants to invade: Canada? Mexico? Panama? Greenland? Yup.... Greenland. Lol.

I guess Sir Elon gave him a map of the Americas. 

www.youtube.com/watch?v=OaPG...",2024-12-23,English
3ldxyflotf22t,charlieangus104.bsky.social,Charlie Angus,"A Christmas message from the Church in Palestine. 
The Christmas child has been blasted into the rubble.",2024-12-23,English
3ldxy2yci522n,charlieangus104.bsky.social,Charlie Angus,"Here's my speech at a gathering of parliamentarians on Bogata, Colombia. I spoke of Canada's role in the climate crisis as well as the rising threat of disinformation. 
The right are pushing extremism around the globe to undermine democracies.

www.youtube.com/watch?v=BhOn...",2024-12-23,English
3ldwt54x7js2p,charlieangus104.bsky.social,Charlie Angus,"THOUGHTS ON THE EVE OF 2025

""Things fall apart; the centre cannot hold;
Mere anarchy is loosed upon the world,
The blood-dimmed tide is loosed, and everywhere   
The ceremony of innocence is drowned;
THE BEST LACK ALL CONVICTION WHILE THE WORST 
ARE FULL OF PASSIONATE INTENSITY.""
- W. B. Yeats",2024-12-23,English
3ldwlrnbs5c2w,charlieangus104.bsky.social,Charlie Angus,"Here's footage of me doing a reading from my new book Dangerous Memory: Coming of Age in the Decade of Greed at the official book launch at the Horseshoe Tavern.
@houseofanansi.bsky.social 
www.youtube.com/watch?v=ZRti...",2024-12-22,English
3ldwe4yg4dc27,charlieangus104.bsky.social,Charlie Angus,"It was a super, duper cold morning here in the bush lands of North Ontario. 
Jack Frost was all over the porch windows. 
Christmas is coming.",2024-12-22,English
3ldw4wjjrjc2n,charlieangus104.bsky.social,Charlie Angus,"The feast day of St. Joe Strummer.
We lost him on this day in 2002.",2024-12-22,English
3ldvp3jrixc2r,charlieangus104.bsky.social,Charlie Angus,"Downpressor man where you going to run to?

allisrael.com/poland-confi...",2024-12-22,English
3ldvoiha5nc25,charlieangus104.bsky.social,Charlie Angus,"
This photo was taken with a group of young Queer and defiant Gen Z kids who were putting the run on a ""million man"" haters march.
The conspiracy gang's math, like everything else about them was way off.
By about five Zeros.
I like to think I have been keeping the streets fascist free since 1980.",2024-12-22,English
3ldvn73hbs22t,charlieangus104.bsky.social,Charlie Angus,"I met with German officials in Berlin two years ago. Their concern was building a coalition to withstand growing destabilization
Now Putin is on the move. The far right are bold. A criminal is in the White House and our leaders are squabbling amongst themselves. 
www.theguardian.com/commentisfre...",2024-12-22,English
3ldvicicbxk2g,charlieangus104.bsky.social,Charlie Angus,"The Church in Palestine reminds us that the Christmas child lies in the bombed-out rubble.And today we witness  more state-sanctioned murder of children and families. 
The Israeli war criminal regime continues to act with impunity while receiving weapons from the west. 
But the world is watching.",2024-12-22,English
3ldtoxsfdlc2e,charlieangus104.bsky.social,Charlie Angus,"Pierre Poilievre rants about the elites and insiders.
The guy has never had a job other than politician.
He lives in a 19 room mansion with his own chef -- all paid for by the taxpayers.
Come with me on a journey to Stornoway where the real political elitist lives.

www.youtube.com/watch?v=A6ZH...",2024-12-21,English
3ldth5uftzs25,charlieangus104.bsky.social,Charlie Angus,"If you're in Northern Ontario bundle up and stay off the roads tonight if you can.
-40 is serious business.",2024-12-21,English
3ldtgxgeaw224,charlieangus104.bsky.social,Charlie Angus,"Me hanging with the birds of Bogota, with a little help from the Trashmen. 
www.youtube.com/watch?v=QatQ...",2024-12-21,English
3ldt5z5crrs2r,charlieangus104.bsky.social,Charlie Angus,"If you haven't picked up a copy of Dangerous Memory yet you could check out the podcast that explores some of the themes.
On episode three I look at the grassroots resistance to the nuclear madness of the 1980s.

charlieangus1.podbean.com/e/how-a-pop-...",2024-12-21,English
3ldswdyuvlk2o,charlieangus104.bsky.social,Charlie Angus,"Song of the day: Coldest Night of the Year - Yashti Bunyan
Happy Solstice. It is the darkest night of the year and at -28 it is the coldest night so far in the north country.

www.youtube.com/watch?v=eCcB...",2024-12-21,English
3ldrdnrtw3c2i,charlieangus104.bsky.social,Charlie Angus,"Check out my latest on @meidastouch.bsky.social on standing up to Trump as Canada's political leaders descend into internal fighting.
Canadians want elected representatives who are focused on doing the hard work rather than fighting about who sits in the comfy chairs.
www.youtube.com/watch?v=vj-v...",2024-12-20,English
3ldr5pypbos2q,charlieangus104.bsky.social,Charlie Angus,Thoughts on standing up for Canada and to Trump.,2024-12-20,English
3ldqw2sdizk2t,charlieangus104.bsky.social,Charlie Angus,"Looking forward to going on @meidastouch.bsky.social to talk about Trump, Canada and the gong show on steroids in Parliament.",2024-12-20,English
3ldqfexbzxk23,charlieangus104.bsky.social,Charlie Angus,"Song of the day: Sudbury Saturday Night - Stompin' Tom Connors
I had the great privilege of playing some of those crazy northern bars back in the day. Anything and everything would happen. 
Is it just me or has Saturday night become a much more well-behaved time? 
www.youtube.com/watch?v=sl75...",2024-12-20,English
3ldqcreiqmc2n,charlieangus104.bsky.social,Charlie Angus,"I will be on CBC Ottawa morning just after 7AM. discussing the steps Canadian politicians need to take to stand up to Donald Trump.

www.youtube.com/watch?v=bMMD...",2024-12-20,English
3ldp23hsdxs23,charlieangus104.bsky.social,Charlie Angus,"Thoughts on Trump:
All thugs attempt intimidation.
They will only get their way if our leaders would rather fight each other than address the bigger bully.
Canadians don't expect a magic wand. 
They expect that we put Canada first and stand up for our values and jobs.
#notrocketscience",2024-12-19,English
3ldo7avhmak2q,charlieangus104.bsky.social,Charlie Angus,"In the @hilltimes.com end of year review: 
""PIERRE POILIEVRE SCORES GOLD AS THE LEAST VALUABLE POLITICIAN."" 
I was the Number 2 choice for politicians that people want to have dinner with (beaten out by the PM).
Poilievre has a 19 room mansion and chef and people still don't want to hang with him",2024-12-19,English
3ldnuvwf3ls23,charlieangus104.bsky.social,Charlie Angus,"Boycotting Israel from international sporting events is the least we can do.
The regime is charged with crimes against humanity.
We wouldn't let Putin's Russia participate, it is time to boycott on Israel until the war criminals are turned over to the Hague. 

www.theguardian.com/world/2024/d...",2024-12-19,English
3ldmd2sat7k2k,charlieangus104.bsky.social,Charlie Angus,"A message to Donald Trump from Canada.
Turn up the sound to get the full northern hoser experience.",2024-12-18,English
3ldm2e2ik7c27,charlieangus104.bsky.social,Charlie Angus,"When Harper needed someone to defend secret cheques to dodgy senators or corporate interference in the PMO he called on Pierre Poilievre. His own colleagues called him ""Skippy"" because they didn't respect him.
He hasn't matured one iota since his days as attack dog.
www.youtube.com/watch?v=wpHV...",2024-12-18,English
3ldlabi6gms2w,charlieangus104.bsky.social,Charlie Angus,"There is no pretending that it's ""just a game"" when there are indictments at the criminal court for war crimes and investigations into genocide and crimes against humanity.
We wouldn't let Putin's Russia take the field. There can be no double standard for Israel.",2024-12-18,English
3ldla6flphc2w,charlieangus104.bsky.social,Charlie Angus,"40 miles of bad road? More like 500 kms of snowy road but I'm heading home.

www.youtube.com/watch?v=BoZy...",2024-12-18,English
3ldk3tkzx2k2l,charlieangus104.bsky.social,Charlie Angus,"Kidd Mine is mining 10,000 feet deep. It has pumped out wealth for 60 years but is in its final stages.
I am pushing the feds to work with Timmins region on getting the Crawford Nickel mine operational so we don't have a hole in our economy.
www.timminspress.com/news/timmins...",2024-12-18,English
3ldk3kayiss2c,charlieangus104.bsky.social,Charlie Angus,"The Black Donnelly's ride, their killers at their side, down the Roman Road to the end of time. 
The most famous outlaws of Lucan County. 
Thanks to Stompin' Tom for another powerful roots anthem. 

www.youtube.com/watch?v=EDVE...",2024-12-18,English
3ldjwdui7ws2r,charlieangus104.bsky.social,Charlie Angus,"I stopped by Perfect Books Ottawa to sign more copies of Dangerous Memory:Coming of Age in the Decade of Greed. The perfect stocking stuffer. 
“An extraordinary read from a true Canadian original."" 
- Naomi Klein
""This book is raw, honest, and true."" 
- Dave Bidini
@houseofanansi.bsky.social",2024-12-17,English
3ldjtolosrs2n,charlieangus104.bsky.social,Charlie Angus,"Today I called out the Liberals and Conservatives for their gong show games. Like kids in a sandbox while Trump demeans our nation. Canadians are looking for leaders who are willing to drop the gloves and go over the boards to defend our values and jobs. 
www.youtube.com/watch?v=bMMD...",2024-12-17,English
3ldjiz3lksk27,charlieangus104.bsky.social,Charlie Angus,"RFK's key lawyer has targeted the polio vaccine. 
The Conservative leader has pushed against vaccine mandates.
Today MP Peter Julian and I called out the Conservatives for targeting vaccine protections in order to feed their Q Anon conspiracy base. 
www.youtube.com/watch?v=Br4I...",2024-12-17,English
3ldiuoryocc2z,charlieangus104.bsky.social,Charlie Angus,"Just a few days ago I stated that Parliament needed to get its shit together and stop playing gong show politics.
And here we are...full on gong. 

www.cbc.ca/news/politic...",2024-12-17,English
3ldhkncctqk2d,charlieangus104.bsky.social,Charlie Angus,"Then there was the time the witch burners in the Conservative party tried to stop me from quoting Simon and Garfunkle in Parliament.
You really can't make this shit up. 

www.youtube.com/watch?v=xVLD...",2024-12-17,English
3ldheexkdps2h,charlieangus104.bsky.social,Charlie Angus,"The conspiracy mob is back at Parliament waiving American flags and proclaiming ""TRUMP 2024: FUCK YOUR FEELINGS""
I remember when the convoy mob danced on the tomb of the unknown soldier while whining about their ""freedom"".
Touch grass.
Or since they have so little respect for Canada - touch snow.",2024-12-16,English
3ldh2rrfqdk2n,charlieangus104.bsky.social,Charlie Angus,"A little blunt but what else to say on the disastrous finance day when the Finance Minister resigns.
""What the f--k? How does a prime minister, on the eve of a statement that we've been waiting for, deep-6 his finance minister and think that things are going to be normal?""
www.cbc.ca/news/politic...",2024-12-16,English
3ldgqirjpg22p,charlieangus104.bsky.social,Charlie Angus,"This is my statement on the resignation of the Finance Minister: 
Parliament is like watching kids fighting in a sand box while everyone tries to warn them that the tsunami is coming.
Poilievre would sell us out in a second and the PM is MIA.

www.youtube.com/watch?v=atoL...",2024-12-16,English
3ldgnalqwb22h,charlieangus104.bsky.social,Charlie Angus,"My Mom called me yesterday: ""I don't need to be bought off with a $250 cheque. I need a Prime Minister who will lay out a plan to deal with homelessness. Someone who will talk straight about the hard work that lays ahead.""
And today the Deputy PM quit over the same concerns.
My Mom's never wrong.",2024-12-16,English
3ldgkpncl4k2i,charlieangus104.bsky.social,Charlie Angus,"Live footage from Parliament hill this morning. 
The PM tells the Finance Minister he is pulling her on the eve of the economic statement and she jumps ship.
Joking aside, the last thing Canada needs at this time is a captain who is MIA and a dysfunctional parliament.
www.youtube.com/watch?v=9ARL...",2024-12-16,English
3ldgf6xehes27,charlieangus104.bsky.social,Charlie Angus,"Song of the day: Slow Burning Fire - the Skydiggers.
My favourite band for a million reasons.
Check out this version with Pete and Andrew Cash on guitars.
Okay, I know that we all grew up together but dammit they are good and at the Horseshoe Tavern no less.

www.youtube.com/watch?v=nNOd...",2024-12-16,English
3ldgdwemcl222,charlieangus104.bsky.social,Charlie Angus,"Well worth the read:
""No real leader sneers at another country’s sovereignty or its elected leader, using slurs you wouldn’t hear in a schoolyard. But Trump, of course, is not a real leader. Trump is a convicted felon, pathological liar, and career scoundrel.""
www.hilltimes.com/story/2024/1...",2024-12-16,English
3ldez53gyas2u,charlieangus104.bsky.social,Charlie Angus,"I'm from mining country. 
I have spent countless hours interviewing old timers about this fierce culture.
I have written many books and songs about it and host the mining tours for the incredible Cobalt Mining Museum. 
Here's my band underground in Cobalt, Ont:
www.youtube.com/watch?v=TEOu...",2024-12-15,English
