uri,cid,author_handle,author_name,text,author_data,post_data,embed_data,reply_count,repost_count,like_count,indexed_at,in_reply_to,in_reply_root,quotes,tags,mentions,links,langs,labels,is_reskeet
at://did:plc:ngtun5lw4gspsamzli46uybf/app.bsky.feed.post/3lehnzt2xl22y,bafyreidfj5ofhki2t5vgv3obtzj52iwxqsc76cgrk7pts57ig3bky625zq,terrybeech.bsky.social,Terry Beech,"Le succès du Régime canadien de soins dentaires (RCSD) n'aurait pas été possible sans la participation des prestataires de soins dentaires. Plus de 89 % des prestataires participent aujourd'hui au RCSD, contribuant ainsi à fournir des soins de santé essentiels aux Canadiens.",,,,0,0,0,2024-12-29T18:38:11Z,NA,NA,NA,,,,,,FALSE
at://did:plc:ngtun5lw4gspsamzli46uybf/app.bsky.feed.post/3le2wkzsms22y,bafyreifivotfdwcsmabahy46n44xk4bnnwpiaglvecugcapzigmmdd3lz4,terrybeech.bsky.social,Terry Beech,"Wishing you a holiday season filled with joy, love, and treasured moments with family and friends. May the spirit of togetherness and kindness shine brightly in our community. Happy Holidays!",,,,1,0,4,2024-12-24T17:06:22Z,NA,NA,NA,,,,,,FALSE
at://did:plc:ngtun5lw4gspsamzli46uybf/app.bsky.feed.post/3ldbs52ho6c22,bafyreih54tj6vmuxqel7pvi5d3vvlghxflqwc67ss3tfsfvfbnaqh4xgpu,terrybeech.bsky.social,Terry Beech,"More money in your pocket: Enjoy a 2-month GST holiday!

Starting today and for the next two months, everyone will benefit from a GST/HST exemption on a wide range of essential items.",,,,1,1,2,2024-12-14T17:10:32Z,NA,NA,NA,,,,,,FALSE
at://did:plc:ngtun5lw4gspsamzli46uybf/app.bsky.feed.post/3ldbrzxtpws22,bafyreigumjjhljutfzahxoot7elkpuqyxkzqhecfi2hdgqxpgidlywlm6u,terrybeech.bsky.social,Terry Beech,"Plus d'argent dans votre poche : Profitez de deux mois de congé de la TPS !

À partir d'aujourd'hui et pour les deux prochains mois, tout le monde bénéficiera d'une exonération de la TPS/TVH sur un large éventail d'articles essentiels.",,,,1,0,0,2024-12-14T17:08:47Z,NA,NA,NA,,,,,,FALSE
at://did:plc:ngtun5lw4gspsamzli46uybf/app.bsky.feed.post/3ld7blfovxs2v,bafyreicefuwdzbmsws3bd66kvsiqrp6ip5ou5aq75d3yitjzqljox7njja,terrybeech.bsky.social,Terry Beech,"Great news! The #CanadaChildBenefit (#CCB) payment is in your bank account today, just in time for the GST/HST holiday starting tomorrow, December 14! This #TaxBreak means no GST/HST on many children’s essentials like diapers, clothing, snacks and books for two months.",,,,1,0,1,2024-12-13T17:08:45Z,NA,NA,NA,,,,,,FALSE
at://did:plc:ngtun5lw4gspsamzli46uybf/app.bsky.feed.post/3ld7biebj522v,bafyreihntastkp27zrgimivoa2cwe6sedm4yawg4fc6klnafx4w7iidbpe,terrybeech.bsky.social,Terry Beech,"Bonne nouvelle ! Le versement de la #Prestations canadienne pour enfants (#PCE) est dans votre compte bancaire aujourd'hui, juste à temps pour le congé de la TPS/TVH qui commence demain, le 14 décembre !",,,,1,0,1,2024-12-13T17:07:03Z,NA,NA,NA,,,,,,FALSE
at://did:plc:ngtun5lw4gspsamzli46uybf/app.bsky.feed.post/3ld7455lbk22v,bafyreih6idslzg6bo3vs6wyw75t23dva4zij4qdfswwa7c4mndgirswtaq,terrybeech.bsky.social,Terry Beech,"The GST/HST tax holiday is just one of the many supports we are delivering for Canadians alongside programs like dental care, childcare, and pharmacare. Despite the Conservatives' efforts to create chaos, obstruct Parliament, and block your tax relief. #GSTHoliday",,,,0,1,1,2024-12-13T15:31:14Z,NA,NA,NA,,,,,,FALSE
at://did:plc:ngtun5lw4gspsamzli46uybf/app.bsky.feed.post/3ld73zyfn2c2v,bafyreie7gfv55af6lwcmqnv2cm3fqtavg2vjdyvjrl7vptquuwjfyakgve,terrybeech.bsky.social,Terry Beech,"Le congé fiscal pour la TPS/TVH n'est qu'un des nombreux soutiens que nous apportons aux Canadiens, au même titre que des programmes tels que les soins dentaires, les services de garde d'enfants et l'assurance-médicaments.",,,,1,0,0,2024-12-13T15:29:28Z,NA,NA,NA,,,,,,FALSE
at://did:plc:ngtun5lw4gspsamzli46uybf/app.bsky.feed.post/3ld2r6bqmak2v,bafyreictlrr6ay4cko4ewalxlmomadwiamqpcxnn4jqspvvxztupvbvo6q,terrybeech.bsky.social,Terry Beech,"What an exciting year it's been! Over 3 million Canadians have signed up for the #CanadianDentalCarePlan, and more than 1.2 million have received necessary care—a special thanks to the oral health providers who have signed on and are delivering care to their patients.",,,,1,0,3,2024-12-11T22:04:33Z,NA,NA,NA,,,,,,FALSE
at://did:plc:ngtun5lw4gspsamzli46uybf/app.bsky.feed.post/3ld2r33q6dc2v,bafyreicfxmkfiimrjdih4k7zq72bskdqjeangup4t6ho4qdvy5wvuwvdem,terrybeech.bsky.social,Terry Beech,"Quelle année passionnante ! Plus de 3 millions de Canadiens ont adhéré au #RégimeCanadiendeSoinsDentaires, et plus de 1,2 million ont reçu les soins nécessaires — un remerciement spécial aux fournisseurs de soins dentaires qui ont adhéré au régime et qui soignent leurs patients.",,,,1,0,1,2024-12-11T22:02:46Z,NA,NA,NA,,,,,,FALSE
at://did:plc:ngtun5lw4gspsamzli46uybf/app.bsky.feed.post/3lco3vrgldk2t,bafyreienww3k4e2gc2j5nmwo2xahqrpgppsaxmphwdgvseceoyqggps2o4,terrybeech.bsky.social,Terry Beech,"35 years ago today, 14 women who were murdered at l’École Polytechnique on December 6, 1989, simply because they were women.",,,,1,0,7,2024-12-06T21:12:07Z,NA,NA,NA,,,,,,FALSE
at://did:plc:ngtun5lw4gspsamzli46uybf/app.bsky.feed.post/3lco3u6fqec2t,bafyreiesrshkttyjddpkdgh5peaerra7zjbkkberkyq4cks2hx7u7htuge,terrybeech.bsky.social,Terry Beech,"Il y a 35 ans aujourd'hui, 14 femmes ont été assassinées à l'École polytechnique le 6 décembre 1989, simplement parce qu'elles étaient des femmes.",,,,1,0,3,2024-12-06T21:11:13Z,NA,NA,NA,,,,,,FALSE
at://did:plc:ngtun5lw4gspsamzli46uybf/app.bsky.feed.post/3lclj2v7kns2t,bafyreicmen7nzxbd6w7srugncpjak5mkwwtqmijscc3vlxbciaoawuyhdq,terrybeech.bsky.social,Terry Beech,"In less than a year since our government launched the program, more than three million Canadians have coverage under the #CanadianDentalCarePlan! On average, families are saving $730 per person on dental care.",,,,1,6,10,2024-12-05T20:29:38Z,NA,NA,NA,,,,,,FALSE
at://did:plc:ngtun5lw4gspsamzli46uybf/app.bsky.feed.post/3lcliyz6h322t,bafyreif3d537vmfyl3nzyh4rggb3z7lhluor6bxdztfzi3f6jhiaixzdd4,terrybeech.bsky.social,Terry Beech,"Moins d'un an après le lancement du régime par notre gouvernement, plus de trois millions de Canadiens sont couverts par le #RégimeCanadienDeSoinsDentaires ! En moyenne, les familles économisent 730 dollars par personne sur les soins dentaires.",,,,1,0,1,2024-12-05T20:28:36Z,NA,NA,NA,,,,,,FALSE
at://did:plc:ngtun5lw4gspsamzli46uybf/app.bsky.feed.post/3lcj44hkltc2d,bafyreifybjdawfkhawmjkbqfadhkzxwuf3dnwnhlfuwvwqkr6hhjssgxju,terrybeech.bsky.social,Terry Beech,This account is used by Terry's office to post information. Terry does not regularly manage the account or respond to DMs on Blue Sky. This is because the platform isn't best suited to serve our constituents. If you are a constituent please reach out to us directly.,,,,0,0,0,2024-12-04T21:32:32Z,NA,NA,NA,,,,,,FALSE
at://did:plc:sradbcwkgzqnhgfvbfgehvc3/app.bsky.feed.post/3ldquliuvq22z,bafyreieuzjwk27pknjflcym5kkazuq4z3dnnpeyafsfg67ib5fx6np67zm,rachelbendayan.bsky.social,Rachel Bendayan,"Honoured and humbled to be sworn in as Minister of Official Languages and Associate Minister of Public Safety. Grateful to share this moment with my family.

Ready to get to work.",,,,1,0,4,2024-12-20T17:04:16Z,NA,NA,NA,,,,,,FALSE
at://did:plc:sradbcwkgzqnhgfvbfgehvc3/app.bsky.feed.post/3ldqulg3v3s2f,bafyreihxmgzenzaab4af5fmqhco4bpjecrb7hb6dzs2aoj4xab2tsspgci,rachelbendayan.bsky.social,Rachel Bendayan,"C'est avec honneur et humilité que j'ai prêté serment en tant que ministre des Langues officielles et ministre associée à la Sécurité publique. Profondément reconnaissante de partager ce moment avec ma famille.

Prête à me mettre au travail.",,,,0,0,5,2024-12-20T17:04:14Z,NA,NA,NA,,,,,,FALSE
at://did:plc:uvecuzrjblnmabvtoeyea3r5/app.bsky.feed.post/3ldoconelnk2b,bafyreihxxjoyx7dsvecz32dp3pkita2kzmw5vww3z472bvz7p5zbc5rkei,sylvieberube.bsky.social,Sylvie Bérubé,,,,,0,0,0,2024-12-19T16:38:35Z,NA,NA,NA,,,,,,FALSE
at://did:plc:g7ypoirzrzwqe7k3c2ibvi4s/app.bsky.feed.post/3ldbnj7hjds27,bafyreid4rfdwui3fkduk3p5qrqsw4ofyfher7maf4g5p6igkl3bgyczqva,chrisbittle.bsky.social,Chris Bittle,"Starting today, Canadians are getting a tax break. 

Here's what will cost less:

🍽️restaurant and take out meals
🍕prepared foods, snacks
🎮toys, video game consoles
🍷beer and wine 
👗children's clothes, shoes
👩‍🍼car seats, diapers

They'll be tax free for 2 months!",,,,3,0,8,2024-12-14T15:47:48Z,NA,NA,NA,,,,,,FALSE
at://did:plc:g7ypoirzrzwqe7k3c2ibvi4s/app.bsky.feed.post/3lcvham45tc2c,bafyreicgmnlpm55jz2yvnvpoe54c5j7np4kehdbub5ns5lpa42kpj6ixeq,chrisbittle.bsky.social,Chris Bittle,"Carlos Garcia was a fierce advocate for the residents of Port Dalhousie, always ensuring that their interests were put first. 

He was hard working and passionate about St Catharines and our heritage. He was always working to make our City a better place.",,,,1,1,2,2024-12-09T19:23:38Z,NA,NA,NA,,,,,,FALSE
at://did:plc:g7ypoirzrzwqe7k3c2ibvi4s/app.bsky.feed.post/3lcnvwlnpt22n,bafyreicwpvj3rd5n4ruazw3qnnepljbul54csfwhy5omdgzmtxlyzaoqbm,chrisbittle.bsky.social,Chris Bittle,"Back in 2020 we banned more than 1500 models of military style assault weapons (including the AR-15). 

Yesterday, we annouced an additional 324 weapons to the list. These are semi-automatic weapons with the sustained rapid fire capability. These are weapons designed for war, not hunting.",,,,9,10,35,2024-12-06T19:25:14Z,NA,NA,NA,,,,,,FALSE
at://did:plc:csuf5t2a44ktlh5clnhnuppx/app.bsky.feed.post/3leidiqecds22,bafyreif6ibogdb6jq3pgjwcz2ovpyq7qhjmbb2h3vze5owqrrnkzoteag4,yfblanchet.bsky.social,Yves-François Blanchet,"J’étais bien jeune. Je commençais à suivre un peu la politique. Il me semblait un homme bon, peut-être tourmenté. Pouvait-on, alors, être président des USA sans être tourmenté? L’histoire me paraît l’avoir sévèrement jugé ou négligé. Puisse-t-il reposer en paix.
ici.radio-canada.ca/nouvelle/101...",,,,2,6,41,2024-12-30T01:02:23Z,NA,NA,NA,,,,,,FALSE
at://did:plc:csuf5t2a44ktlh5clnhnuppx/app.bsky.feed.post/3leh2naks722e,bafyreid536y5y34ljo4msy4d7bkxnil3snlhmbl7skza54qjtcqk756mu4,yfblanchet.bsky.social,Yves-François Blanchet,"Moments marquants de 2024: mes 2 visites à l’Institut quantique de l’Université de Sherbrooke et sa nébuleuse scientifique et entrepreneuriale. La révolution à notre porte sera fascinante et cruciale, et sa compréhension scientifique et économique un vrai défi. Le Québec est un meneur mondial.
🙏💫⚜️",,,,0,3,21,2024-12-29T12:51:12Z,NA,NA,NA,,,,,,FALSE
at://did:plc:csuf5t2a44ktlh5clnhnuppx/app.bsky.feed.post/3leejlro2j22a,bafyreifjkghbz55fdnmiru3zftso4cdyundpancduhmkp3iapyr5fc7uua,yfblanchet.bsky.social,Yves-François Blanchet,"Le Bloc n’influence pas le vote des Canadiens. Il offre un maximum de poids pour le Québec à Ottawa. Rien à craindre pour les autres partis ou le Canada: nous désirons souveraineté mais votons en faveur de ce qui est bon pour le Québec. Il suffit de le respecter. 🎄🤷🏼‍♂️⚜️
lactualite.com/actualites/a...",,,,4,9,40,2024-12-28T12:40:48Z,NA,NA,NA,,,,,,FALSE
at://did:plc:csuf5t2a44ktlh5clnhnuppx/app.bsky.feed.post/3le7nev632c2q,bafyreicuu3jsn33fimk4xnswsyzna5dxi5q5skbhevibjni7g66no63lwe,yfblanchet.bsky.social,Yves-François Blanchet,"Encore un cadeau à faire, peut-être même pour vous?
Je vous propose avec enthousiasme la plume de David Goudreault, sa musique ou encore sa conférence à laquelle j’ai assisté récemment.
Courageux, talentueux, charismatique et engagé pour le Québec!
Me belle rencontre de l’automne.
🖌️ 🎁🎄⚜️",,,,0,1,15,2024-12-26T14:05:15Z,NA,NA,NA,,,,,,FALSE
at://did:plc:csuf5t2a44ktlh5clnhnuppx/app.bsky.feed.post/3le5gbfi5dc2p,bafyreie6gmfcdineqxqnzz7vmgbqrha4jtdy2pbacm3qnwf76fyhjkwjxq,yfblanchet.bsky.social,Yves-François Blanchet,,,,,2,0,34,2024-12-25T16:52:41Z,NA,NA,NA,,,,,,FALSE
at://did:plc:csuf5t2a44ktlh5clnhnuppx/app.bsky.feed.post/3le2tya74ls2k,bafyreif53ox4ykvkb6ftru3we72ud2m2bnuh47ixblf7wriuwgktbgnome,yfblanchet.bsky.social,Yves-François Blanchet,"En revanche, Le Devoir publie aussi ça, de la Presse canadienne: pas de plan conservateur en matière de climat. Selon eux, la technologie viendra remplacer la tarification carbone sans augmenter les émissions, sans coûts ni dommages à réparer. Hop! C'est la magie...
www.ledevoir.com/politique/ca...",,,,0,2,16,2024-12-24T16:20:07Z,NA,NA,NA,,,,,,FALSE
at://did:plc:csuf5t2a44ktlh5clnhnuppx/app.bsky.feed.post/3le2tphiah22b,bafyreig65nc7zebnu6c65mdtlrizzerxfp436jo7ygozd6tmhsrx767fim,yfblanchet.bsky.social,Yves-François Blanchet,"La thèse est vieille, elle est porteuse d'une intention, la conclusion est écrite avant la réflexion pour l'accréditer, et elle tente d'expliquer ce qui se passe dans la tête d'environ le tiers des Québécois qui voteraient OUI, Parti Québécois et Bloc Québécois. Usé.
www.ledevoir.com/politique/82...",,,,0,3,8,2024-12-24T16:15:13Z,NA,NA,NA,,,,,,FALSE
at://did:plc:csuf5t2a44ktlh5clnhnuppx/app.bsky.feed.post/3ldxut5caek2g,bafyreidts2hcvq6hdgpcvxn543djm6qu73wiznqmf5k3tg4vgyctaurtde,yfblanchet.bsky.social,Yves-François Blanchet,"2025 apportera son lot de défis, dont la nécessité de reconstruire l’amitié qui doit unir les USA, le Mexique, le Canada et le Québec, notamment au niveau du commerce et des migrations. J’ai rencontré récemment l’ambassadeur du Mexique, son Excellence Juan Gabriel Morales Morales, sur ces sujets.
🇲🇽⚜️",,,,0,2,9,2024-12-23T11:57:11Z,NA,NA,NA,,,,,,FALSE
at://did:plc:csuf5t2a44ktlh5clnhnuppx/app.bsky.feed.post/3ldxqgx2jac2j,bafyreifxvydtdqrxsngrg7btfhtqliqnyl4sem6liift3grefvty2467de,yfblanchet.bsky.social,Yves-François Blanchet,"Le courage des peuples ouïghour et tibétain et les velléités du régime de Beijing contre la liberté tant à Hong Kong qu'à Taïwan commandent notre solidarité active en ces temps de secousses géopolitiques. Des gens souffrent, d'autres militent pour les soutenir. 
ici.radio-canada.ca/nouvelle/212...",,,,1,2,19,2024-12-23T10:38:46Z,NA,NA,NA,,,,,,FALSE
at://did:plc:csuf5t2a44ktlh5clnhnuppx/app.bsky.feed.post/3ldvgpbhi2225,bafyreiey7zeidtbz3iiqmul6gxsnz3xugdqmu45srnwxlktm4f5q7ql4si,yfblanchet.bsky.social,Yves-François Blanchet,"Le froid mordant ce matin rappelle les sans-abri dont la détresse ne doit jamais laisser de glace.
J’ai récemment rencontré Maude Marquis-Bissonnette, mairesse de Gatineau, qui déploie un projet alliant aide de 1ère ligne, logement transitoire et réinsertion.
Bravo!
🤍💨⚜️
@villegatineau.bsky.social",,,,0,3,20,2024-12-22T12:39:09Z,NA,NA,NA,,,,,,FALSE
at://did:plc:csuf5t2a44ktlh5clnhnuppx/app.bsky.feed.post/3ldtdcekmps2t,bafyreibuptybj2wyde7ti24dvo4bdcygwcdctxufrltkvig5c7pd25z2x4,yfblanchet.bsky.social,Yves-François Blanchet,"À lire, et pas juste parce que c'est aussi ce que je crois: le départ de M.Trudeau serait le plus partisan des gestes parce qu'il entretiendrait une grave incertitude en période de crise au bénéfice d'un futur chef déjà condamné à perdre.
@hbuzzetti.bsky.social 
www.lesoleil.com/chroniques/h...",,,,2,2,10,2024-12-21T16:32:54Z,NA,NA,NA,,,,,,FALSE
at://did:plc:csuf5t2a44ktlh5clnhnuppx/app.bsky.feed.post/3ldtanwalrk2d,bafyreidqwjvtyfguahsuptx2idptgv7pyr2fybe2rk7km7qvqzov5mhpam,yfblanchet.bsky.social,Yves-François Blanchet,"Excellent texte de @pauljournet.bsky.social .
Au-delà des grands cris partisans, il y a la complexité de tout ça.
Le plus important est de composer un nouveau parlement qui reconstruira les ponts avec l'adm. américaine.
Pas entre Noël et le Jour de l'an, mais vite.
www.lapresse.ca/actualites/c...",,,,3,2,5,2024-12-21T15:45:41Z,NA,NA,NA,,,,,,FALSE
at://did:plc:csuf5t2a44ktlh5clnhnuppx/app.bsky.feed.post/3ldrduybh7c2o,bafyreigeqtb57xjb35nenwjj2vznetkwtyagxf5rcuccfjxv6al5geigii,yfblanchet.bsky.social,Yves-François Blanchet,"Au nom du Bloc Québécois, je présente mes vœux de courage et ma solidarité à la nation allemande.
Je souligne la colère et l’appel à l’action que commandent ces gestes d’une violence perfide.
Je nous invite à répéter les graves danger de la radicalisation et de la faiblesse dans la réponse déployée.",,,,2,5,25,2024-12-20T21:38:00Z,NA,NA,NA,,,,,,FALSE
at://did:plc:csuf5t2a44ktlh5clnhnuppx/app.bsky.feed.post/3ldqrvdziak2q,bafyreifozpxdpbxnswavnzv7shtvotpo5k3mdt66lgehc3lxxfoshar6ey,yfblanchet.bsky.social,Yves-François Blanchet,"Ça a l’air dur, mais remaniement ou pas, il n’y a plus de gouvernement à Ottawa à l’aube d’une crise diplomatique et commerciale avec les USA. On est otages du feuilleton égocentrique de J.Trudeau.
On travaillera pour le Québec avec quiconque sera élu, mais il faut des élections et un mandat stable.",,,,5,3,17,2024-12-20T16:16:06Z,NA,NA,NA,,,,,,FALSE
at://did:plc:csuf5t2a44ktlh5clnhnuppx/app.bsky.feed.post/3ldmij6vcfs2q,bafyreibfg3beo6p2t5q3ydimxcotriqzawnnxgnm34odrt6gmpxtpu2oxe,yfblanchet.bsky.social,Yves-François Blanchet,"La violence contre la comm. juive doit cesser. Montréal et sa police doivent agir avec des moyens techniques et juridiques accrus, et protéger les citoyens. Ottawa doit cesser de tolérer cette violence. On a déposé une loi pour calmer les esprits, mais les fédéralistes ont peur de perdre des votes…",,,,4,9,23,2024-12-18T23:17:33Z,NA,NA,NA,,,,,,FALSE
at://did:plc:csuf5t2a44ktlh5clnhnuppx/app.bsky.feed.post/3ld4dmv32222j,bafyreia7enykdjvemnxflh4poglan72tg4yvteo4r3o5fhkoukf2p6ln2i,yfblanchet.bsky.social,Yves-François Blanchet,"À lire ce matin par @pauljournet.bsky.social.
Le Bloc a soutiré la bonne réponse du PM.
MM Singh et Poilievre ont nuancé et c'est sage.
Il y a des extrémités où ne pas aller pour quelques votes.
La religion est une affaire privée dont on fait un instrument politique.
plus.lapresse.ca/screens/2e77...",,,,1,5,19,2024-12-12T13:07:35Z,NA,NA,NA,,,,,,FALSE
at://did:plc:csuf5t2a44ktlh5clnhnuppx/app.bsky.feed.post/3lcztssryhs2b,bafyreidyl4hpqi3ejuj5dta54z4swctu7pgreppus7na5ht3r5duhogelm,yfblanchet.bsky.social,Yves-François Blanchet,"Ha! Merveilleuse Christine! Une femme d’exception qui pave la voie, qui milite avec générosité depuis tant d’années, qui est profondément apprécié de ses collègues et si ça se peut, encore davantage par moi. Que du bonheur pour elle et Léopold, que du bonheur!

💙

ici.radio-canada.ca/info/long-fo...",,,,0,0,16,2024-12-11T13:19:14Z,NA,NA,NA,,,,,,FALSE
at://did:plc:csuf5t2a44ktlh5clnhnuppx/app.bsky.feed.post/3lczo6ocx3k2c,bafyreidj4jr2u2gor3ag3kmy5tek7s5aviqxvsjp3qucrnwzbtbuwldlpy,yfblanchet.bsky.social,Yves-François Blanchet,"Nuance importante: le Bloc ne veut pas ajouter des bénéficiaires aux chèques de 250$, Il veut soit remplacer les bénéficiaires plus riches par d'autres qui en ont vraiment besoin, ou soit, par exemple, soutenir les jeunes ménages pour l'accès à la propriété.
www.journaldemontreal.com/2024/12/09/l...",,,,0,2,6,2024-12-11T11:38:29Z,NA,NA,NA,,,,,,FALSE
at://did:plc:csuf5t2a44ktlh5clnhnuppx/app.bsky.feed.post/3lcuwnk5yxc2a,bafyreigjg5wpkrsn6cirfd4fvf57hens2tqnwdo5c6drcxhfpbeh6nhs7a,yfblanchet.bsky.social,Yves-François Blanchet,"Ha! Ce Boucar Diouf!
Je crois aussi que l'atomisation des causes en groupuscules contre la majorité coupable de tout n'est pas la gauche qui construit et rallie.
Hier à Chambly, David Goudreault tenait en conférence un discours très comparable.
À lire et faire lire...
www.lapresse.ca/actualites/c...",,,,3,11,46,2024-12-09T14:26:40Z,NA,NA,NA,,,,,,FALSE
at://did:plc:csuf5t2a44ktlh5clnhnuppx/app.bsky.feed.post/3lcusgdmfb22g,bafyreibqism45osjvrnpgfdmw3fkmqg6wxhjgylsaguqs4ye66k3y5hicq,yfblanchet.bsky.social,Yves-François Blanchet,"La joyeuse saison des Fêtes dans Beloeil-Chambly commençait samedi soir à la FADOQ de Chambly. Des gens nombreux, festifs et solidaires, plutôt remontés contre Ottawa qui nie leurs droits et besoins, mais pour un temps, heureux de profiter des festivités et de ceux qu’ils aiment!
Joyeux Noël!
🎄🎁 ❄️⚜️",,,,1,3,9,2024-12-09T13:11:03Z,NA,NA,NA,,,,,,FALSE
at://did:plc:csuf5t2a44ktlh5clnhnuppx/app.bsky.feed.post/3lcnvkskz2k2a,bafyreib5zno5s3j6g5jaoh2dtcwqmwty2nqvtcxmdk4qqpscleqfhjxxjy,yfblanchet.bsky.social,Yves-François Blanchet,"Une violence inouïe, une intention terrible dont le nombre des années ne soulage pas la plaie. Notre devoir citoyen est de parler d’une voix forte, inquiète, et notre devoir de législateurs est d’agir avec sévérité et sagesse aussi pour ne plus jamais recommencer un compte de 35 ans de souffrances.",,,,0,1,33,2024-12-06T19:18:36Z,NA,NA,NA,,,,,,FALSE
at://did:plc:csuf5t2a44ktlh5clnhnuppx/app.bsky.feed.post/3lcnlejjuws2f,bafyreidd5dwmrz3c67h5rwsh6fmmqi5iedxyohxqgvs3waiird4fuppcpy,yfblanchet.bsky.social,Yves-François Blanchet,"Il est inacceptable non seulement que les principes de séparation entre l’espace religieux et l’espace de l’État et des services de l’État soient bafoués, mais il est très grave que l’intimidation pour des motifs religieux soit ainsi présente et active dans une école au Québec.
lp.ca/vpsJtc?shari...",,,,2,6,21,2024-12-06T16:16:07Z,NA,NA,NA,,,,,,FALSE
at://did:plc:csuf5t2a44ktlh5clnhnuppx/app.bsky.feed.post/3lcd4pd7pik2z,bafyreickmncf2f6y3hwtrfrl4lkp5bssrfyvoalznlgtmc2kc7iftkgmba,yfblanchet.bsky.social,Yves-François Blanchet,"Le retour des marchés de Noël ce 1er décembre à St-Lazare, quelques jours après que Christopher Massé eut annoncé sa candidature à l’investiture du @blocquebecois.bsky.social dans Vaudreuil pour… le plus tôt possible!

Belle occasion de recevoir les commentaires et encouragements du vrai monde.

🎄🎁⚜️",,,,0,1,8,2024-12-02T12:27:06Z,NA,NA,NA,,,,,,FALSE
at://did:plc:csuf5t2a44ktlh5clnhnuppx/app.bsky.feed.post/3lcaqkd4loc26,bafyreifz75btcsavoxi5gvkjl6c4n4oxyn2jrza3uxol636bq5ysb76y4e,yfblanchet.bsky.social,Yves-François Blanchet,"Le Bloc a dénoncé que la PSV soit 10% plus basse pour les 65-74 que les 75+, et proposé que les chèques de 250$ soient réservés aux moins nantis mais à coût égal pour l’État. Pas assez électoral pour les Libéraux. Les jeunes paieront ces 250$, mais les Libéraux n’aident pas à accéder à la propriété.",,,,1,4,16,2024-12-01T13:44:14Z,NA,NA,NA,,,,,,FALSE
at://did:plc:7jjnlqqaw54j2tqlio4aims5/app.bsky.feed.post/3len6kow66s2m,bafyreiedltlzrthvsz3stz5lc5pfy73a6ts3np6zrhfzb6zrqpcvor2btm,mbjdepute.bsky.social,Maxime Blanchette-Joncas,"Dans quelques heures, nous passerons le cap de la nouvelle année.  🥂

De ma famille à la vôtre et de mon équipe à la vôtre, je vous souhaite une année 2025 à la hauteur de vos espérances, riche de précieux moments et surtout, de santé ! 

Bonne année 2025! 🎉

#ÉquipeMBJ",,,,0,0,2,2024-12-31T23:17:19Z,NA,NA,NA,,,,,,FALSE
at://did:plc:7jjnlqqaw54j2tqlio4aims5/app.bsky.feed.post/3le2vnibgd22b,bafyreidfyuwg4axhxlwa3nun4kol32gcwzwrbghjmycnth46smbvqpv4la,mbjdepute.bsky.social,Maxime Blanchette-Joncas,"En cette période des Fêtes, je tiens à vous adresser mes vœux les plus sincères.

Que ces instants soient remplis de joie, de santé et de précieux souvenirs partagés avec ceux qui vous sont chers.
 
Joyeuses Fêtes! 

#ÉquipeMBJ",,,,0,0,5,2024-12-24T16:49:53Z,NA,NA,NA,,,,,,FALSE
at://did:plc:wctq2vrtllncnjhsd3ccqd5c/app.bsky.feed.post/3lemyg2x3oc2b,bafyreicw6orxxyzq6qkqfztrou6y2wyxklg3xre2ui4zndf44wjpmvpdrq,rboissonnault.bsky.social,Randy Boissonnault 🏳️‍🌈,"Happy New Year! 🎉

The winters may be cold, but Edmonton’s community spirit is warmer than ever, year-round.

In 2025, I will keep delivering for you and your loved ones to build a brighter Alberta and a stronger Canada.",,,,0,0,3,2024-12-31T21:27:21Z,NA,NA,NA,,,,,,FALSE
at://did:plc:wctq2vrtllncnjhsd3ccqd5c/app.bsky.feed.post/3le5bnkhtmk2b,bafyreih636zrypvmfl26xhwhm7aza7jw536fdjyzaigm5cold7nhqkels4,rboissonnault.bsky.social,Randy Boissonnault 🏳️‍🌈,"From my family to yours, Merry Christmas and Happy Holidays to everyone in Edmonton and across Canada!
🎄
De ma famille à la vôtre, Joyeux Noël et Joyeuses Fêtes à tous les résidents d’Edmonton et du Canada !",,,,0,0,4,2024-12-25T15:30:01Z,NA,NA,NA,,,,,,FALSE
at://did:plc:wctq2vrtllncnjhsd3ccqd5c/app.bsky.feed.post/3ldozbkjcgc2s,bafyreiduwzj2rlymni5voose25grxl5wzno3pkdb6jsgpd45abrvnddn4i,rboissonnault.bsky.social,Randy Boissonnault 🏳️‍🌈,"Congratulations Jeanne Lehman on your well-deserved appointment to the Order of Canada! 

A trailblazer, an advocate, and a dear friend, you built a strong voice to Franco-Albertans through your time at FRAP and continue to passionately empower Black women and reach their fullest potential at BCW.",,,,1,0,4,2024-12-19T23:22:52Z,NA,NA,NA,,,,,,FALSE
at://did:plc:wctq2vrtllncnjhsd3ccqd5c/app.bsky.feed.post/3ldoz7rdris2s,bafyreid3wbp2y25hqxnnap5kljtjxoqfa2vjekwrbvyqoc632zhz57vfuy,rboissonnault.bsky.social,Randy Boissonnault 🏳️‍🌈,"Félicitations à Jeanne Lehman pour ta nomination bien méritée à l’Ordre du Canada ! 

Pionnière, avocate et amie très chère, tu as permis aux Franco-Albertains de s’exprimer avec force au sein du FRAP et tu continues à donner aux femmes noires les moyens d’atteindre leur potentiel au sein du BCW.",,,,0,0,2,2024-12-19T23:21:52Z,NA,NA,NA,,,,,,FALSE
